borrower_id,business_name,gstin,sector,cluster,turnover_band,language,base_monthly_turnover,gst_filed_on_time_pct,gst_avg_declared_turnover,gst_max_declared_turnover,gst_min_declared_turnover,gst_avg_delay_days,upi_avg_monthly_inflow,upi_inflow_trend_pct,upi_avg_txn_count,eway_avg_dispatch_count,eway_dispatch_momentum_pct,eway_avg_dispatch_value,aa_avg_monthly_credit,aa_avg_monthly_debit,aa_avg_closing_balance,aa_net_monthly_flow,aa_bounce_count_6m,bureau_has_file,bureau_score,cash_flow_score,risk_band,sanctioned_limit,interest_rate_pct,processing_fee_pct,apr_pct
752,Yadav Fertilizer Depot #752,07ABCDE1752F1Z5,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Gujarati,1903912,91.7,1865491,2211368,1481456,0.4,2108727,-27.2,937,206.3,167.7,1161445,1877310,1326548,682294,550762,3,False,738,70.4,B,3808000.0,18.0,1.5,19.5
753,Pillai Plastics #753,07ABCDE1753F1Z6,Micro-Manufacturing,UP - Moradabad,< Rs 40L,Hindi,2257859,83.3,2357433,2721481,1941012,2.1,2221254,-27.7,729,174.2,136.3,1712262,2089428,1956360,259648,133068,0,True,796,70.3,B,4516000.0,18.0,1.5,19.5
754,Shah Light Engineering #754,07ABCDE1754F1Z7,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,Hindi,1807717,75.0,1852380,2229167,1412318,2.2,1779465,1.1,582,204.0,61.6,1123732,1183261,1214747,286837,-31486,1,False,792,67.7,B,3615000.0,18.0,1.5,19.5
755,Gupta Kirana Wholesale #755,07ABCDE1755F1Z8,Trading,Gujarat - Morbi,> Rs 5Cr,English,1018961,100.0,1002092,1255966,824089,0.0,1095173,46.8,582,186.7,-27.3,743587,870097,748388,308285,121709,0,True,,82.6,A,3057000.0,14.0,1.0,15.0
756,Rathi Plastics #756,07ABCDE1756F1Z0,Trading,UP - Moradabad,Rs 40L-1Cr,English,1824017,100.0,1907800,2277490,1496090,0.0,1818941,11.5,515,103.8,261.0,1328791,1543021,1105354,702667,437667,1,True,,77.4,B,3648000.0,18.0,1.5,19.5
757,Kapoor Agri Traders #757,07ABCDE1757F1Z1,Trading,UP - Moradabad,> Rs 5Cr,Marwari,2014973,83.3,2077106,2376763,1748462,1.1,1822156,11.3,608,144.5,-19.2,1320231,2002814,1167023,619283,835791,0,False,683,75.1,B,4030000.0,18.0,1.5,19.5
758,Malhotra Timber Traders #758,07ABCDE1758F1Z2,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,Marwari,872773,83.3,890299,1049990,664658,1.3,916006,-1.3,642,139.5,155.6,670078,596292,608799,308779,-12507,1,True,694,68.0,B,1746000.0,18.0,1.5,19.5
759,Jain Electricals #759,07ABCDE1759F1Z3,Trading,UP - Moradabad,Rs 40L-1Cr,English,1457505,83.3,1493110,1818341,1193221,2.8,1550122,66.9,640,114.3,-67.4,1016202,1319348,945349,521316,373999,0,False,690,78.0,B,2915000.0,18.0,1.5,19.5
760,Mehta Steel Traders #760,07ABCDE1760F1Z4,Micro-Manufacturing,UP - Moradabad,> Rs 5Cr,Hindi,2503329,91.7,2574451,3113151,1893150,0.3,2381106,-26.7,694,128.2,-66.0,1586813,1804327,1899587,437653,-95260,0,False,758,59.9,C,2503000.0,24.0,2.0,26.0
761,Nair Fertilizer Depot #761,07ABCDE1761F1Z5,Trading,UP - Moradabad,Rs 1-3Cr,Hindi,375647,83.3,376541,451685,298453,1.9,367528,-41.2,755,150.0,37.2,281822,312427,251902,139293,60525,3,True,,61.6,C,376000.0,24.0,2.0,26.0
762,Desai Packaging Co #762,07ABCDE1762F1Z6,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,English,870730,100.0,908716,1041023,679861,0.0,899323,23.7,486,167.5,352.9,646066,829217,655756,329299,173461,0,False,,83.3,A,2612000.0,14.0,1.0,15.0
763,Verma Timber Traders #763,07ABCDE1763F1Z7,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,Marwari,3221846,100.0,2845128,3554879,2420763,0.0,3207377,4.3,708,115.8,140.3,2138942,2982296,1957755,629603,1024541,0,False,793,80.0,A,9666000.0,14.0,1.0,15.0
764,Gupta Timber Traders #764,07ABCDE1764F1Z8,Trading,UP - Moradabad,> Rs 5Cr,English,617284,91.7,663787,766828,468227,0.8,670558,16.9,628,203.8,84.9,434469,506922,586222,136551,-79300,0,False,,75.4,B,1235000.0,18.0,1.5,19.5
765,Verma Light Engineering #765,07ABCDE1765F1Z0,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 1-3Cr,Marwari,593629,91.7,649281,719483,476349,0.3,610755,59.3,653,132.8,-18.3,443621,441830,358504,105154,83326,0,False,,81.3,A,1781000.0,14.0,1.0,15.0
766,Iyer Light Engineering #766,07ABCDE1766F1Z1,Trading,Gujarat - Morbi,Rs 3-5Cr,Gujarati,3059863,91.7,3079027,3520316,2500872,1.5,3171065,18.8,880,137.3,8.1,2394856,2063618,2183711,471611,-120093,3,True,661,62.4,C,3060000.0,24.0,2.0,26.0
767,Reddy Steel Traders #767,07ABCDE1767F1Z2,Trading,Rajasthan - Bhilwara,> Rs 5Cr,Marwari,1058212,83.3,1045577,1246519,888488,0.2,1138083,38.7,572,126.8,-92.4,691138,715224,842453,292563,-127229,0,True,,68.7,B,2116000.0,18.0,1.5,19.5
768,Gupta Spice Traders #768,07ABCDE1768F1Z3,Micro-Manufacturing,Gujarat - Morbi,> Rs 5Cr,Hindi,3137548,91.7,3055007,3711573,2480306,0.2,3466806,13.0,620,192.2,162.3,2401291,2709642,2233437,467025,476205,0,True,,79.2,B,6275000.0,18.0,1.5,19.5
769,Yadav Plastics #769,07ABCDE1769F1Z4,Trading,Rajasthan - Bhilwara,< Rs 40L,Hindi,1641756,83.3,1501827,1995737,1270978,2.0,1588561,71.6,761,223.3,-27.2,1147699,1016219,951169,249893,65050,1,False,,76.9,B,3284000.0,18.0,1.5,19.5
770,Malhotra Electricals #770,07ABCDE1770F1Z5,Trading,UP - Moradabad,Rs 1-3Cr,English,734460,91.7,721827,901560,562334,0.2,725900,-25.3,630,151.3,-37.5,486006,708463,526480,89723,181983,0,False,,64.4,C,734000.0,24.0,2.0,26.0
771,Malhotra Spice Traders #771,07ABCDE1771F1Z6,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,Gujarati,3052810,75.0,2907820,3732818,2350666,3.0,2557324,2.1,632,182.7,303.8,2325093,3035758,2412335,1174953,623423,0,False,764,76.0,B,6106000.0,18.0,1.5,19.5
772,Patel Metal Works #772,07ABCDE1772F1Z7,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Hindi,3227154,100.0,3333771,3884528,2712926,0.0,3191552,64.5,666,106.0,-75.5,2196712,2876281,2517859,1089474,358422,2,True,,73.6,B,6454000.0,18.0,1.5,19.5
773,Gupta Agri Traders #773,07ABCDE1773F1Z8,Trading,UP - Moradabad,Rs 3-5Cr,Marwari,1686106,91.7,1633213,2078241,1276558,1.2,1700939,-37.0,744,137.7,4.2,1311184,1552539,1445995,394935,106544,0,False,,64.8,C,1686000.0,24.0,2.0,26.0
774,Singh Grains #774,07ABCDE1774F1Z0,Trading,Gujarat - Morbi,Rs 3-5Cr,Gujarati,2124043,66.7,2068591,2473816,1636590,2.7,2273628,-8.8,330,144.8,669.6,1418988,1946882,1960622,844739,-13740,0,False,,63.1,C,2124000.0,24.0,2.0,26.0
775,Sharma Cloth House #775,07ABCDE1775F1Z1,Trading,Gujarat - Morbi,Rs 3-5Cr,Marwari,3392237,91.7,3477293,4192908,2577694,1.3,3435535,-29.8,672,174.0,202.2,2529816,3180377,3164146,495571,16231,0,False,683,67.4,B,6784000.0,18.0,1.5,19.5
776,Iyer Packaging Co #776,07ABCDE1776F1Z2,Trading,Gujarat - Morbi,Rs 40L-1Cr,Marwari,1933885,100.0,2003478,2334684,1481014,0.0,2101890,-34.2,752,197.0,48.6,1497942,1251639,1565556,715655,-313917,0,False,,68.5,B,3868000.0,18.0,1.5,19.5
777,Pillai Metal Works #777,07ABCDE1777F1Z3,Trading,UP - Moradabad,Rs 40L-1Cr,English,3378578,91.7,3374314,4190753,2584727,0.3,3295553,-7.0,649,208.7,83.6,2524232,2436989,3060091,488635,-623102,0,True,,68.3,B,6757000.0,18.0,1.5,19.5
778,Jain Ceramics #778,07ABCDE1778F1Z4,Trading,UP - Moradabad,Rs 3-5Cr,Marwari,2815727,66.7,2696540,3345996,2123099,2.2,2614369,-20.2,782,131.7,309.6,1771065,2326759,1592902,824931,733857,0,True,784,74.5,B,5631000.0,18.0,1.5,19.5
779,Desai Metal Works #779,07ABCDE1779F1Z5,Trading,UP - Moradabad,Rs 1-3Cr,Gujarati,1899785,75.0,1791827,2369820,1454036,1.8,2094353,11.0,668,214.0,56.1,1359579,1507914,1653987,561400,-146073,0,True,792,75.3,B,3800000.0,18.0,1.5,19.5
780,Iyer Grains #780,07ABCDE1780F1Z6,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,English,1596294,75.0,1629417,1942300,1318042,2.4,1716745,34.7,575,190.3,-1.9,1044763,1494304,1377627,218538,116677,3,True,,64.1,C,1596000.0,24.0,2.0,26.0
781,Desai Spice Traders #781,07ABCDE1781F1Z7,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Marwari,1680247,91.7,1725586,2028043,1318923,0.2,1680789,27.3,710,144.8,17.9,1204168,1325457,1090029,326551,235428,0,False,,80.4,A,5041000.0,14.0,1.0,15.0
782,Sharma Spice Traders #782,07ABCDE1782F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Marwari,2733513,83.3,2767222,3202353,2089067,1.1,2661881,-15.9,502,166.5,-74.5,2123245,1958264,1722409,536845,235855,0,True,,63.4,C,2734000.0,24.0,2.0,26.0
783,Nair Packaging Co #783,07ABCDE1783F1Z0,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,Gujarati,2116614,83.3,2292231,2594544,1799799,1.9,1942346,53.3,801,146.0,21.0,1497832,1489829,1230358,384391,259471,0,True,,84.8,A,6350000.0,14.0,1.0,15.0
784,Bansal Agri Traders #784,07ABCDE1784F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,Hindi,2595562,100.0,2430577,2968770,1955916,0.0,2232538,-22.8,469,173.0,-77.4,1852626,2269688,2015720,390415,253968,0,True,761,63.4,C,2596000.0,24.0,2.0,26.0
785,Chaudhary Metal Works #785,07ABCDE1785F1Z2,Trading,UP - Moradabad,> Rs 5Cr,Marwari,1014978,75.0,1052118,1206883,803581,2.9,1050448,15.4,588,152.8,38.7,709071,999227,708901,237256,290326,0,False,727,75.8,B,2030000.0,18.0,1.5,19.5
786,Pillai Cloth House #786,07ABCDE1786F1Z3,Trading,Rajasthan - Bhilwara,Rs 3-5Cr,Marwari,1062978,100.0,1038461,1306614,818485,0.0,1003189,2.9,789,163.0,39.4,748698,962817,985550,352906,-22733,2,True,710,71.1,B,2126000.0,18.0,1.5,19.5
787,Verma Light Engineering #787,07ABCDE1787F1Z4,Trading,Rajasthan - Bhilwara,> Rs 5Cr,Gujarati,2054828,100.0,1914141,2560135,1575510,0.0,2041088,13.1,534,259.8,-27.8,1617396,1747200,1698101,587198,49099,2,False,671,67.7,B,4110000.0,18.0,1.5,19.5
788,Nair Agri Traders #788,07ABCDE1788F1Z5,Trading,Gujarat - Morbi,Rs 1-3Cr,English,1897919,100.0,1902749,2345036,1443131,0.0,1886934,24.4,690,142.8,46.7,1281860,1273717,1429670,531524,-155953,0,False,795,78.1,B,3796000.0,18.0,1.5,19.5
789,Patel Light Engineering #789,07ABCDE1789F1Z6,Micro-Manufacturing,UP - Moradabad,> Rs 5Cr,Marwari,3317400,91.7,3366216,4047286,2687911,1.6,3057815,-2.8,545,161.2,-36.7,2245270,3049645,2737770,548428,311875,0,True,,65.8,B,6635000.0,18.0,1.5,19.5
790,Malhotra Spice Traders #790,07ABCDE1790F1Z7,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Hindi,1800577,75.0,1920054,2154733,1381999,2.7,1763286,3.2,564,233.2,59.2,1173799,1392559,1311448,268056,81111,1,True,,68.6,B,3601000.0,18.0,1.5,19.5
791,Yadav Plastics #791,07ABCDE1791F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Gujarati,896315,75.0,893867,1105789,701740,3.5,949830,11.3,683,175.5,-91.9,628182,746202,515461,238305,230741,2,False,,65.8,B,1793000.0,18.0,1.5,19.5
792,Mehta Ceramics #792,07ABCDE1792F1Z0,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,English,3447269,83.3,3444477,4228622,2616590,1.2,3547936,-20.8,752,151.7,-37.3,2108472,2793139,3035166,890957,-242027,1,False,800,59.3,C,3447000.0,24.0,2.0,26.0
793,Iyer Metal Works #793,07ABCDE1793F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,Marwari,3320279,100.0,3289798,4083265,2726033,0.0,3199896,26.1,754,131.7,175.0,2350724,2830441,1936701,419859,893740,0,False,,84.1,A,9961000.0,14.0,1.0,15.0
794,Malhotra Packaging Co #794,07ABCDE1794F1Z2,Trading,UP - Moradabad,> Rs 5Cr,Marwari,465562,75.0,435732,557440,356853,3.5,461328,-29.9,632,187.5,39.1,347347,281431,262084,176273,19347,1,True,,64.5,C,466000.0,24.0,2.0,26.0
795,Nair Cloth House #795,07ABCDE1795F1Z3,Trading,Rajasthan - Bhilwara,< Rs 40L,Gujarati,1969026,100.0,2073678,2437576,1492931,0.0,1910991,-14.9,829,107.5,223.4,1465749,1855663,1406503,444689,449160,2,True,,71.8,B,3938000.0,18.0,1.5,19.5
796,Pillai Grains #796,07ABCDE1796F1Z4,Trading,UP - Moradabad,Rs 3-5Cr,English,1653008,91.7,1634302,1976077,1284935,0.2,1441053,1.5,646,133.8,-48.3,1095810,1377814,1263337,185926,114477,0,True,761,66.2,B,3306000.0,18.0,1.5,19.5
797,Nair Grains #797,07ABCDE1797F1Z5,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,English,1874708,91.7,1878946,2252883,1465742,1.1,1664423,14.2,372,198.3,58.5,1203784,1826524,994687,734853,831837,0,False,789,80.0,A,5624000.0,14.0,1.0,15.0
798,Desai Textiles #798,07ABCDE1798F1Z6,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,Hindi,2245388,91.7,2407491,2805916,1737141,0.1,2433508,-38.5,760,191.2,751.6,1698020,2216078,1712415,848810,503663,0,False,,76.4,B,4491000.0,18.0,1.5,19.5
799,Shah Textiles #799,07ABCDE1799F1Z7,Trading,UP - Moradabad,Rs 1-3Cr,Gujarati,3060453,83.3,3017290,3682518,2336512,1.9,2907380,-34.4,504,159.3,78.7,2272528,2947029,2071035,1004207,875994,0,True,,69.3,B,6121000.0,18.0,1.5,19.5
800,Agarwal Timber Traders #800,07ABCDE1800F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Gujarati,3084132,83.3,3429308,3803706,2735223,0.4,3313226,-30.4,623,201.8,148.5,2281950,2237479,2003572,1027580,233907,0,False,,72.9,B,6168000.0,18.0,1.5,19.5
801,Shah Food Processing #801,07ABCDE1801F1Z0,Trading,Rajasthan - Bhilwara,> Rs 5Cr,Gujarati,2743269,100.0,2825119,3283781,2371052,0.0,2518306,8.5,669,149.5,378.3,1810703,2326943,2367023,365055,-40080,1,False,754,72.6,B,5487000.0,18.0,1.5,19.5
802,Chaudhary Auto Parts #802,07ABCDE1802F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 1-3Cr,English,2944582,91.7,2988127,3602696,2230677,1.2,2640755,-8.0,921,153.8,148.3,2075310,2900767,2591832,371424,308935,0,True,747,74.3,B,5889000.0,18.0,1.5,19.5
803,Yadav Hardware Store #803,07ABCDE1803F1Z2,Trading,Rajasthan - Bhilwara,< Rs 40L,Gujarati,1179472,66.7,1185766,1470642,893804,3.3,1095192,34.7,668,198.3,-30.0,769486,953230,1059411,253333,-106181,0,False,693,68.5,B,2359000.0,18.0,1.5,19.5
804,Reddy Kirana Wholesale #804,07ABCDE1804F1Z3,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Hindi,3184422,91.7,3302407,3978630,2392425,1.3,3177459,-18.4,787,167.7,103.1,2134436,2890012,2800893,410678,89119,0,False,761,71.1,B,6369000.0,18.0,1.5,19.5
805,Nair Steel Traders #805,07ABCDE1805F1Z4,Trading,Rajasthan - Bhilwara,Rs 3-5Cr,Marwari,3148988,83.3,2998579,3894449,2401892,1.2,2947009,6.9,646,139.0,-8.6,2168533,2466816,2138689,612180,328127,0,True,735,70.7,B,6298000.0,18.0,1.5,19.5
806,Shah Kirana Wholesale #806,07ABCDE1806F1Z5,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,Gujarati,1925961,100.0,1774623,2200569,1513214,0.0,1969263,39.8,714,136.3,594.9,1375650,1914400,1647445,435253,266955,1,True,,82.6,A,5778000.0,14.0,1.0,15.0
807,Malhotra Fertilizer Depot #807,07ABCDE1807F1Z6,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,English,2145752,91.7,2122795,2564339,1722393,0.6,1939229,-27.8,546,178.8,-67.6,1565060,1650269,1361116,340547,289153,0,True,,63.1,C,2146000.0,24.0,2.0,26.0
808,Bansal Auto Parts #808,07ABCDE1808F1Z7,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Marwari,956373,91.7,936016,1179696,720434,1.2,827526,39.8,814,132.0,-38.6,705263,942302,514109,295309,428193,0,False,,81.2,A,2869000.0,14.0,1.0,15.0
809,Yadav Electricals #809,07ABCDE1809F1Z8,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,English,1063285,100.0,1051589,1309325,833098,0.0,1197840,-4.9,598,114.8,676.7,763308,1029544,792792,290770,236752,0,False,,76.9,B,2127000.0,18.0,1.5,19.5
810,Rathi Hardware Store #810,07ABCDE1810F1Z0,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,Hindi,939957,91.7,933769,1113764,727409,0.8,900354,12.1,637,165.2,-12.6,653523,664339,562700,256107,101639,2,False,,69.4,B,1880000.0,18.0,1.5,19.5
811,Shah Ceramics #811,07ABCDE1811F1Z1,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,Marwari,2401789,100.0,2524568,2947425,2169608,0.0,2477263,14.4,588,102.2,364.3,1701110,1863655,1347100,849452,516555,2,False,650,76.9,B,4804000.0,18.0,1.5,19.5
812,Reddy Electricals #812,07ABCDE1812F1Z2,Trading,UP - Moradabad,> Rs 5Cr,English,3351693,75.0,3284726,4107612,2573227,1.7,3443585,22.8,669,150.8,497.2,2431998,2128939,2280567,756189,-151628,2,False,,68.5,B,6703000.0,18.0,1.5,19.5
813,Iyer Kirana Wholesale #813,07ABCDE1813F1Z3,Trading,UP - Moradabad,Rs 3-5Cr,Gujarati,1041471,91.7,1051652,1301069,853592,1.2,952728,-5.8,654,152.0,-84.9,689102,677110,965282,300527,-288172,0,True,692,60.0,C,1041000.0,24.0,2.0,26.0
814,Desai Electricals #814,07ABCDE1814F1Z4,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,Hindi,3019793,91.7,3076094,3350121,2465044,0.2,2806421,-9.5,960,157.5,129.3,2253090,1993346,1549643,681323,443703,2,True,767,76.7,B,6040000.0,18.0,1.5,19.5
815,Verma Cloth House #815,07ABCDE1815F1Z5,Micro-Manufacturing,Gujarat - Morbi,Rs 3-5Cr,English,3309671,91.7,3254194,3939061,2500081,1.5,3224541,-15.1,547,85.8,78.6,2354840,2960136,1878382,553683,1081754,0,True,,70.1,B,6619000.0,18.0,1.5,19.5
816,Nair Cloth House #816,07ABCDE1816F1Z6,Trading,UP - Moradabad,Rs 1-3Cr,Hindi,2419432,83.3,2468426,2954351,2004903,2.2,2270646,-1.1,532,145.2,-40.5,1695615,2012195,1808211,789797,203984,0,True,,66.3,B,4839000.0,18.0,1.5,19.5
817,Bansal Plastics #817,07ABCDE1817F1Z7,Trading,UP - Moradabad,Rs 3-5Cr,Gujarati,2056612,75.0,2123904,2549119,1713252,3.8,2100406,35.3,706,159.2,-69.0,1406602,1339782,1890030,696827,-550248,0,False,709,65.6,B,4113000.0,18.0,1.5,19.5
818,Shah Food Processing #818,07ABCDE1818F1Z8,Micro-Manufacturing,Gujarat - Morbi,> Rs 5Cr,Gujarati,3452480,91.7,3719469,4211856,2690691,0.6,3319811,-9.7,741,173.8,-31.3,2291978,3193023,2346302,1191398,846721,0,False,,74.8,B,6905000.0,18.0,1.5,19.5
819,Malhotra Hardware Store #819,07ABCDE1819F1Z0,Trading,Rajasthan - Bhilwara,< Rs 40L,Gujarati,2115173,91.7,2244596,2633240,1680208,0.2,2262573,-23.0,552,159.0,-83.8,1436156,2055768,1619873,477898,435895,1,True,,62.1,C,2115000.0,24.0,2.0,26.0
820,Verma Plastics #820,07ABCDE1820F1Z1,Trading,UP - Moradabad,< Rs 40L,Hindi,524506,83.3,529522,637571,404861,1.2,535710,20.7,653,185.7,144.1,377886,463068,399835,116676,63233,3,True,725,70.6,B,1049000.0,18.0,1.5,19.5
821,Nair Food Processing #821,07ABCDE1821F1Z2,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,English,412294,91.7,429463,500566,327434,0.8,358540,19.7,817,156.2,-84.4,287758,350615,348641,64948,1974,0,False,697,71.4,B,825000.0,18.0,1.5,19.5
822,Shah Plastics #822,07ABCDE1822F1Z3,Trading,Gujarat - Morbi,> Rs 5Cr,Hindi,1597853,75.0,1587547,1987501,1327057,2.2,1487729,-24.4,592,129.0,16.0,1048924,1153035,1428539,367179,-275504,1,False,,55.2,C,1598000.0,24.0,2.0,26.0
823,Bansal Electricals #823,07ABCDE1823F1Z4,Trading,Rajasthan - Bhilwara,Rs 3-5Cr,English,2711430,83.3,2815814,3326356,2401288,2.9,2870546,13.0,666,216.3,-55.4,1987526,2529677,2325636,883039,204041,0,False,770,71.9,B,5423000.0,18.0,1.5,19.5
824,Kapoor Light Engineering #824,07ABCDE1824F1Z5,Trading,UP - Moradabad,< Rs 40L,Hindi,1263640,83.3,1227414,1477141,961599,1.2,1228631,-32.9,742,168.3,-53.2,892101,1011695,956209,218065,55486,0,False,,60.8,C,1264000.0,24.0,2.0,26.0
825,Iyer Food Processing #825,07ABCDE1825F1Z6,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,English,2640856,75.0,2644788,3263507,2070628,4.6,2560245,-15.5,585,84.2,52.6,1726927,2483932,2310774,566914,173158,0,True,,63.5,C,2641000.0,24.0,2.0,26.0
826,Malhotra Ceramics #826,07ABCDE1826F1Z7,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,English,935951,75.0,900431,1132992,712138,2.8,1025845,-34.4,836,165.5,51.9,671372,886616,861910,216358,24706,0,False,790,66.9,B,1872000.0,18.0,1.5,19.5
827,Shah Light Engineering #827,07ABCDE1827F1Z8,Micro-Manufacturing,UP - Moradabad,Rs 40L-1Cr,Hindi,1311981,100.0,1205333,1623812,1043812,0.0,1408647,37.6,684,232.3,-40.0,1013334,878878,661400,401222,217478,0,True,,84.1,A,3936000.0,14.0,1.0,15.0
828,Jain Food Processing #828,07ABCDE1828F1Z0,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,Hindi,1849742,91.7,1755453,2115956,1453662,1.2,1978667,-22.2,652,165.5,119.1,1435353,1826132,1087732,360977,738400,0,False,,74.3,B,3699000.0,18.0,1.5,19.5
829,Rathi Hardware Store #829,07ABCDE1829F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,English,1048893,75.0,972168,1156996,818065,2.9,1043210,-27.5,916,169.5,-4.4,675663,885329,655007,282350,230322,3,True,747,62.0,C,1049000.0,24.0,2.0,26.0
830,Yadav Food Processing #830,07ABCDE1830F1Z2,Trading,Gujarat - Morbi,Rs 3-5Cr,Hindi,379247,83.3,420954,471395,341422,1.9,405753,22.7,523,142.3,-31.7,247304,227733,281341,141008,-53608,0,False,661,65.3,B,758000.0,18.0,1.5,19.5
831,Sharma Timber Traders #831,07ABCDE1831F1Z3,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Marwari,2145693,91.7,2149152,2633980,1759819,0.2,2249753,-24.9,610,143.0,18.9,1617835,1305405,1597587,386590,-292182,0,True,,62.8,C,2146000.0,24.0,2.0,26.0
832,Sharma Food Processing #832,07ABCDE1832F1Z4,Trading,Gujarat - Morbi,Rs 3-5Cr,English,2749544,100.0,2834130,3430021,2203901,0.0,2861432,41.7,668,177.0,839.3,1817827,2571859,1982130,333474,589729,0,False,,86.4,A,8249000.0,14.0,1.0,15.0
833,Patel Spice Traders #833,07ABCDE1833F1Z5,Trading,UP - Moradabad,< Rs 40L,Gujarati,2315495,100.0,2334265,2888615,1739679,0.0,2422341,34.6,452,120.3,-52.4,1655770,1722135,2185016,265794,-462881,0,False,,63.2,C,2315000.0,24.0,2.0,26.0
834,Pillai Auto Parts #834,07ABCDE1834F1Z6,Micro-Manufacturing,UP - Moradabad,> Rs 5Cr,Gujarati,2122008,100.0,2215047,2597496,1653350,0.0,2115129,-9.4,635,183.3,-12.6,1523400,1626038,1506761,704453,119277,2,True,,66.8,B,4244000.0,18.0,1.5,19.5
835,Yadav Light Engineering #835,07ABCDE1835F1Z7,Trading,Rajasthan - Bhilwara,< Rs 40L,English,185059,91.7,181411,227922,140399,1.3,192015,-9.5,579,168.7,-60.3,125875,139254,146169,33391,-6915,0,False,,62.1,C,185000.0,24.0,2.0,26.0
836,Gupta Timber Traders #836,07ABCDE1836F1Z8,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Hindi,1805744,91.7,1723647,2230563,1403261,0.6,1675002,30.0,670,142.0,-28.9,1209887,1668446,1684284,423699,-15838,0,True,667,70.2,B,3611000.0,18.0,1.5,19.5
837,Rathi Auto Parts #837,07ABCDE1837F1Z0,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Marwari,1601226,83.3,1568665,1821064,1201131,1.5,1663937,6.4,508,156.8,16.5,1023438,1589655,897625,462501,692030,0,True,,75.0,B,3202000.0,18.0,1.5,19.5
838,Agarwal Agri Traders #838,07ABCDE1838F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,Hindi,1064132,100.0,1060193,1241361,827080,0.0,1152256,19.8,646,154.7,329.7,790838,930301,919938,150367,10363,3,False,748,69.1,B,2128000.0,18.0,1.5,19.5
839,Reddy Packaging Co #839,07ABCDE1839F1Z2,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,English,178381,50.0,169809,219789,136307,2.0,183111,-12.2,670,148.7,-28.0,119994,135367,115543,58518,19824,0,True,676,60.9,C,178000.0,24.0,2.0,26.0
840,Agarwal Cloth House #840,07ABCDE1840F1Z3,Trading,Gujarat - Morbi,Rs 40L-1Cr,Gujarati,3074874,100.0,3212989,3669724,2508026,0.0,3518079,-2.4,995,240.8,32.7,2070970,2954891,1977594,983067,977297,0,False,713,84.5,A,9225000.0,14.0,1.0,15.0
841,Reddy Cloth House #841,07ABCDE1841F1Z4,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Hindi,2111366,91.7,2047352,2633919,1586713,1.2,2328317,-23.6,727,167.8,-75.0,1519692,1834614,1800289,217568,34325,0,True,738,60.4,C,2111000.0,24.0,2.0,26.0
